label,text,source
1,"Speaker 1: Well, I mean obviously since I work I can't get there until about six o'clock at night which is when everyone else gets there.\nSpeaker 2: mhm. mhm.\nSpeaker 1: But I me- I'm sure for people who go in the daytime it's probably dead.\nSpeaker 2: yeah.\nSpeaker 1: You know and I go um, like when I go Saturday and Sunday mornings it's totally dead.\nSpeaker 2: mhm.\nSpeaker 1: So. But you know. the weeknights is pretty crazy.\n",4092.txt
1,"Speaker 2: yeah.\nSpeaker 1: yeah.\nSpeaker 2: I found a gym yesterday here that's only eight pounds a month which is like twelve dollars, twelve fifty.\nSpeaker 1: oh yeah. Wow.\nSpeaker 2: yeah. It's at the hospital nearby.\nSpeaker 1: Well that's a deal.\nSpeaker 2: yeah. yeah. So.\nSpeaker 1: uhhuh.\nSpeaker 2:  I think um tonight Charlie and I are going to go over and join up.\nSpeaker 1: Even Charlie's going to join?\nSpeaker 2: No, but it has to be debited from a bank account so it's got to be debited from his.\nSpeaker 1: yeah.\nSpeaker 2: &=gasps.\nSpeaker 1: In your letter you said that he eats constantly.\n",4092.txt
1,"Speaker 2: ohmygod.\nSpeaker 1: Really?\nSpeaker 2: Alice, I've never seen anybody eat as much as he does and he's so skinny.\nSpeaker 1: mhm.\nSpeaker 2: I mean. the amount of cereal he eats like between meals and after meals.\nSpeaker 1: yeah.\nSpeaker 2: and we go through a box of cereal every two days.\nSpeaker 1: Really?\nSpeaker 2: yeah.\nSpeaker 1: Wow.\nSpeaker 2: He eats at least like four of cereal a day like in addition to like meals.\nSpeaker 1: uhhuh.\nSpeaker 2: And when he goes to work he brings four sandwiches with him,.\nSpeaker 1: uhhuh.\nSpeaker 2: a bag of potato chips.\nSpeaker 1: uhhuh.\nSpeaker 2: um and you know and then little sweetie things.\nSpeaker 1: .\n",4092.txt
1,"Speaker 2: chocolates and cakies and stuff like that.\nSpeaker 1: uhhuh.\nSpeaker 2: And then you know before he leaves every morning he has like two fried eggs.\nSpeaker 1: mhm.\nSpeaker 2: on toast with cheese.\nSpeaker 1: um.\nSpeaker 2: vegetarian sausages.\nSpeaker 1: .\nSpeaker 2: um and like like fruit and ohmygod it's just crazy.\nSpeaker 1: mhm.\nSpeaker 2: It's crazy how much he eats.\nSpeaker 1: He was probably starving when he was here.\nSpeaker 2: yeah. I think what we got to do is just when he comes just have lots of cereal.\nSpeaker 1: .\nSpeaker 2: He likes Cocoa Pops.\nSpeaker 1: oh boy.\nSpeaker 2: .\nSpeaker 1: Wow. That's pretty crazy.\nSpeaker 2: yeah.\n",4092.txt
1,"Speaker 1: It's all about being a blue collar man.\nSpeaker 2: I guess so.\nSpeaker 1: They're the ones who can eat all day.\nSpeaker 2: Really? Well I mean he does work his ass off so.\nSpeaker 1: yeah.\nSpeaker 2: But uh. hm.\nSpeaker 1: hm. So, I, I assume it's hard for you not to eat as much as he does.\nSpeaker 2: No. I learned quick fast in a hurry because I've gained so much weight.\nSpeaker 1: oh really?\nSpeaker 2: yeah. Actually in the first week I was here.\n",4092.txt
1,"Speaker 1: mhm.\nSpeaker 2: , I gained a_lot so.\nSpeaker 1: Well it's hard to you know not eat when so-, when somebody else is eating.\nSpeaker 2: Well. I'm figuring it out fast because.\nSpeaker 1: okay.\nSpeaker 2: , with not working out and all.\nSpeaker 1: yeah.\nSpeaker 2: it's pretty miserable my, my crunch tape.\nSpeaker 1: mm.\nSpeaker 2: So I called this woman today. and um, she's a dressmaker and we're going to go see her next Thursday and talk about the, her making my wedding dress.\n",4092.txt
1,"Speaker 1: Slate green.\nSpeaker 2: yeah.\nSpeaker 1: uh.\nSpeaker 2: See, that way I can have exactly what I want.\nSpeaker 1: Exactly.\nSpeaker 2: And it's only like, it's only going to be about two hundred and fifty pounds which is about three hundred and fifty dollars.\nSpeaker 1: uhhuh.\nSpeaker 2: So it's pretty good I mean comparatively.\nSpeaker 1: yeah.\nSpeaker 2: And it'll be exactly what I want and it'll look good on me, you know like fit me,.\nSpeaker 1: Sure.\n",4092.txt
1,"Speaker 2: which is necessary at the moment because I'm plump so.\nSpeaker 1: mhm. Now, daddy got um the invitations together for you today.\nSpeaker 2: uhhuh.\nSpeaker 1: And in it I put, um paint samples from Sherwin Williams.\nSpeaker 2: uhhuh.\nSpeaker 1: of all the different like shades of what color I thought you might be thinking of. for the bride's maids.\nSpeaker 2: uhhuh. oh I already told them all black but dad doesn't want black he said.\nSpeaker 1: Mom and dad won't have black.\nSpeaker 2: They don't want black?\nSpeaker 1: They're really o- opposed to it.\nSpeaker 2: di-. Did you call Sharon and tell her that?\n",4092.txt
1,"Speaker 1: No.\nSpeaker 2: Could you do that?\nSpeaker 1: okay.\nSpeaker 2: Could you call Kate and tell her that?\nSpeaker 1: yeah.\nSpeaker 2:  Just say you know my parents are really opposed to black.\nSpeaker 1: yeah. They won't buy me a black dress xxx.\nSpeaker 2: They won't? Here wait. Let me look for my phonebook. No. Never mind. I can just open the, the thing here. Now wait. What, god we got so much furniture in this tiny apartment. It's crazy. There's drawers everywhere, to figure out where everything is. okay. Let me give you Kate's phone number. You can just leave a message.\nSpeaker 1: okay. okay.\n",4092.txt
1,"Speaker 2: two one, two one two.\nSpeaker 1: uhhuh.\nSpeaker 2: two two six.\nSpeaker 1: uhhuh.\nSpeaker 2: O one two five.\nSpeaker 1: okay. okay. I'll do that. But uh, yeah, apparently like at Lisa Manachi's wedding like the whole night people were talking about how bad the black dresses were.\nSpeaker 2: Really?\nSpeaker 1: Like everyone at mom and dad's table.\nSpeaker 2: yeah. Who was at mom and dad's table? Weirdo.\n",4092.txt
1,"Speaker 1: All the, just all of Lorraine's friends.\nSpeaker 2: mhm.\nSpeaker 1: Who you know o-, of course most of them mom and dad had at least met once before.\nSpeaker 2: mhm.\nSpeaker 1: But uh. yeah, and Adele still talks about the black dress.\nSpeaker 2: What?\nSpeaker 1: How hideous they were.\nSpeaker 2: Adele wasn't at Lisa Manachi's.\nSpeaker 1: Adele went to the mass wedding.\nSpeaker 2: She did?\nSpeaker 1: uhhuh.\n",4092.txt
1,"Speaker 2: oh.\nSpeaker 1: And she wanted me to take her and I refused to go and she got mad.\nSpeaker 2: Really?\nSpeaker 1: Well I said, I said I, I would not feel comfortable going. I was not invited.\nSpeaker 2: mhm.\nSpeaker 1: You know and mom and dad were like well you know a wedding that's a mass is open to everyone. I was like well that's fine but I don't, I would not feel comfortable going.\nSpeaker 2: mhm.\n",4092.txt
1,"Speaker 1: I think that would be obnoxious and I think they would then feel guilty for not inviting me.\nSpeaker 2: Right. To the. , you know the other thing, the reception.\nSpeaker 1: I won't, I just wouldn't go.\nSpeaker 2: mm.\nSpeaker 1: So they had to take it down and drive her home.\nSpeaker 2: mm.\nSpeaker 1: So they're always kind of pissy at me.\nSpeaker 2: mm. That's okay.\nSpeaker 1: yeah.\nSpeaker 2: yeah. I mean I've been thinking about it and the black's not going to be so hot you know but.\nSpeaker 1: mhm. yeah. Apparently they were also carrying lillies.\nSpeaker 2: which is kind of goofy. yeah. Well I guess she did that to, because someone suggested that to her because you know the lillies the. symbol of the virgin Mary.\n",4092.txt
1,"Speaker 1: mhm.\nSpeaker 2: White lillies?\nSpeaker 1: White lillies and black dresses.\nSpeaker 2: mm, my goodness. That's funny.\nSpeaker 1: yeah.\nSpeaker 2: yeah.\nSpeaker 1: Adele was carrying on that she thought she was at a funeral and she had to keep reminding herself.\nSpeaker 2: mm. So now did you, do you think, you think my wedding's going to be pretty tasteful right?\nSpeaker 1: But. oh yeah.\nSpeaker 2: Now what about the matchbooks?\nSpeaker 1: Well I'll work on it.\nSpeaker 2: I still think about the matchbooks.\nSpeaker 1: yeah. I'll, I'll tell dad that you still think about the.\nSpeaker 2:  Don-  I haven't forgotten those and they'll still be enough time when I come home for me to order those.\n",4092.txt
1,"Speaker 1: yeah. I'll have remind him of that little. , item.\nSpeaker 2: yeah.\nSpeaker 1: huh how fun-  You know I was talking to my friend Heather from Wisconsin the other day. , and she's telling me about you know her sister's wedding. And at her sister's wedding they uh, they provided champagne and beer. But if you wanted any other kind of drink you had to pay for it.\nSpeaker 2: mhm. yeah. that's fo-, f-, that's actually kind of common but it's.\nSpeaker 1: oh it is.\nSpeaker 2: it's pretty declasse.\nSpeaker 1: Well I kind of thou-, I mean of course I didn't say anything to her.\nSpeaker 2: yeah.\nSpeaker 1: You know I said w-, as far as I knew we weren't charging people.\n",4092.txt
1,"Speaker 2: yeah. Now.\nSpeaker 1: But uh, yeah dad's already Dad and I went to buy the wine the other day. And there were having a sale. on the wine dad wanted.\nSpeaker 2: Are you talking to me?\nSpeaker 1: Of course I'm talking to you.\nSpeaker 2: I can hardly hear you.\nSpeaker 1: oh.\nSpeaker 2: I thought you were talking to somebody else and like put the phone down or something.\nSpeaker 1: I'm talking to you.\nSpeaker 2: oh  yeah. No dad told me that.\nSpeaker 1: oh he did tell you.\nSpeaker 2: It's all Chilean.\nSpeaker 1: yeah.\nSpeaker 2: yeah.\nSpeaker 1: Walnut Crest or Walnut Creek or.\n",4092.txt
1,"Speaker 2: mm.\nSpeaker 1: , something like that. I don't know.\nSpeaker 2: mm.\nSpeaker 1: The-, There's a pretty good sale so.\nSpeaker 2: mm.\nSpeaker 1: So now we have to keep our eyes open for a champagne sale.\nSpeaker 2: An-, do you know if Jack called Spencer yet?\nSpeaker 1: I told him this morning to do it this, this week.\nSpeaker 2: uhhuh.\nSpeaker 1: And he kind of, he just keeps forgetting.\nSpeaker 2: yeah.\nSpeaker 1: But o-.\nSpeaker 2: How's he doing?\nSpeaker 1: Much better.\nSpeaker 2: yeah?\nSpeaker 1: yeah. He's of-, he's often chipper. He went for a walk this morning at five seventeen.\nSpeaker 2: Pe-. ohmygod. Is that because he's not sleeping and.\n",4092.txt
1,"Speaker 1: Well because he couldn't breathe because all the cats were in the bedroom.\nSpeaker 2: oh.\nSpeaker 1: So I think it's time to give all the cats a bath.\nSpeaker 2: mm. yeah and the-, you should do that.\nSpeaker 1: I know. It's a two person job though. I'll have to get somebody to help me.\nSpeaker 2: mm.",4092.txt
1,"Speaker 2: So, how are you?\nSpeaker 1: I'm fine. I'm very fine. How are you? I haven't talked to you in a long time. I feel like I've ta- I talk to David almost every day.\nSpeaker 2: yeah. Isn't that wild?\nSpeaker 1: I don't know what it there's really no difference between between writing a letter and and the way we correspond. As a matter of fact, what I do is I sit down and write a letter at my own leisure, you know, at. at the word processor and then late at night I send it over, you know the online, ov- on email +/.\nSpeaker 2: Right.\nSpeaker 1: +, and there's really no reason why we couldn't have written letters like this all these years and put them in the mailbox.\n",4564.txt
1,"Speaker 2: Well, you know what I don't.\nSpeaker 1: I don't know - there's something about this that's easier, I don't know how to d- explain it.\nSpeaker 2: That you find the email is easier?\nSpeaker 1: yeah, it's this I guess that it's no different except that you don't have to go out and get stamps and put it in the mailbox.\nSpeaker 2: I think also that you know that someone's going to be reading it the next day, not possibly in a week. You know that you know that what you're saying is going to be heard. Sometimes when you write a letter you figure eventually they're going to get this and it's already going to be old news and you know this it's more of a communica- you feel like you're really communicating with email.\n",4564.txt
1,"Speaker 1: yeah. Kind of, even though it's eh even though there is a delay. But it I don't know, it's like cute. Also I get a - I get a kick out of pressing all those buttons and everything .\nSpeaker 2: So tell me. okay, first what you have to start off tell me about all your kids. Start at the beginning.\nSpeaker 1: Or should I - I'll start at the end.\nSpeaker 2: okay.\nSpeaker 1: Avi is very cute.\nSpeaker 2: yeah.\nSpeaker 1: He's he's like, um, he's nine months old already.\nSpeaker 2: oh, my god.\nSpeaker 1: Believe it or not.\nSpeaker 2: What's he doing? Tell me every-\nSpeaker 1: He's not really like. He's only like seven months old.\nSpeaker 2: Right.\nSpeaker 1: But the truth is, like all my children, he's really only like five months old.\n",4564.txt
1,"Speaker 2: I.\nSpeaker 1: He's a lump on a log.\nSpeaker 2: I would be surprised.\nSpeaker 1: He's very alert, he's very alert and and very responsive and laughs and eats well. Hello?\nSpeaker 2: No, I'm here, I just don't want to interrupt because I hate that echo thing. okay.\nSpeaker 1: okay. ah, and -uh but he doesn't move.\nSpeaker 2: okay, well that's normal, you're not worried about that.\nSpeaker 1: xxx -\nSpeaker 2: That's all your kids.\nSpeaker 1: No but you know because because he was premature, he's getting a lot of attention.\n",4564.txt
1,"Speaker 2: Right.\nSpeaker 1: So we go ph- to physical therapy once a week, and the truth is what I'm learning about it oh because I spend so much time with the  physical therapist is that all my kids could have used  physical therapy in this case -. The truth is we could all use physical therapy because it would all make us more balanced people between the right and our left hemispheres and something about. being organized internally gets you organized ext- I I've learned a_lot. I don't know half of it is probably baloney, but. if any of it's true they all needed physical therapy  At a very young age.\nSpeaker 2: oh god. How often do you have to take him?\nSpeaker 1: No because they don't like to ~pl.\n",4564.txt
1,"Speaker 2: How often do you take him?\nSpeaker 1: I take him once a week.\nSpeaker 2: I'm sorry, what?\nSpeaker 1: Once a week. Once a week.\nSpeaker 2: okay. mhm.\nSpeaker 1: um and, -uh he doesn't like to play on his stomach, he only likes to be on his back.\nSpeaker 2: Right .\nSpeaker 1: So as soon as you put him on it, he can he can lift his head and everything and and now he's starting to extend his hands out even.\nSpeaker 2: Right.\nSpeaker 1: But he just xxx as soon as he gets that toy, he just rolls over to play with it on his back.\nSpeaker 2: oh.\nSpeaker 1: So uh. No, but they -uh they were all like that, every o- every one of them.\nSpeaker 2: So you don't think it personally it has anything to do with him being premature?\n",4564.txt
1,"Speaker 1: Personally, no.\nSpeaker 2: mhm.\nSpeaker 1: No.\nSpeaker 2: But it doesn't hurt.\nSpeaker 1: But I see. Right, but I see that the he- no but it's helping.\nSpeaker 2: mhm.\nSpeaker 1: It's helping him be more, he's advancing better, I think.\nSpeaker 2: Right.\nSpeaker 1: Who knows?\nSpeaker 2: And physically he's feeling good?\nSpeaker 1: don't [?] know. We'll find out.\nSpeaker 2: Physically he's fine?\nSpeaker 1: yeah. He's fine. He's fine. Fine, fine. He was sick. once. with -um an ear infection and once with, he got this cough and he was th- like asthmatic.\nSpeaker 2: mhm.\nSpeaker 1: So you_know, this he had to have you know an- eh a mask thing and.\n",4564.txt
1,"Speaker 2: hm.\nSpeaker 1: and these eh you know but it wasn't no i- i- at home, nothing serious,\nSpeaker 2: Right. Right.\nSpeaker 1: but -uh but eh because it's us- those things usually return and it usually is a condition. You know, they prepared me for that and said oh xxx you know, but because millions of kids here have it.\nSpeaker 2: Right.\nSpeaker 1: a_lot_of kids and a_lot_of Hagim a_lot_of -uh preemi- preemies get it.\nSpeaker 2: hm.\nSpeaker 1: But he hasn't had another attack since, so it was it's also fair to, it was fair to assume then it was a one time thing, too.\nSpeaker 2: And how does how did the.\nSpeaker 1: They said xxx -.\nSpeaker 2: Well, wait. How do the kids deal with him? Are they happy with him? Are they getting jealous of him? Are they okay?\n",4564.txt
1,"Speaker 1: oh, yeah, they're fine. They're big. You know, they're not -uh.\nSpeaker 2: Right. What about Jochanan?\nSpeaker 1: At the beginning -. Jochanan's five year's old.\nSpeaker 2: =lipsmack I know.\nSpeaker 1: Jochanan liked him Jochanan liked him pretty much right away. Everyone you know they invested so much in him, too. At the beginning we didn't have any of the,. um, it was as if there was a novelty, because they waited so long to bring him home.\nSpeaker 2: mhm. Right.\nSpeaker 1: And then you know the novelty's worn off, which is good.\nSpeaker 2: Right.\nSpeaker 1: It wore off a long time ago. And - he says -uh you know i- th- [=! distorted] lots of people have babies in their houses. It's you know, they're just another family with a baby in the house.\nSpeaker 2: Right.\nSpeaker 1: And that was good. That's the way it should be.\n",4564.txt
1,"Speaker 2: w- d- How do you have the kids in the house? Who's in which room?\nSpeaker 1: Well, Uriel was in a room before we had Gabby came home Uriel was in a room by himself.\nSpeaker 2: mhm.\nSpeaker 1: And Noam and Jochanan shared.\nSpeaker 2: Right.\nSpeaker 1: But before we brought the baby home, we switched it, because Uriel's room was like a bacteria haven And we. when we  When I remember when I was I was up it was right a couple before a few weeks before we brought him home we cleaned out the room to switch and I said you know I said, we can't put we couldn't put any baby in this room. Poor Noam got him back. and Jochanan you know you can mish- you can control it better. So it's Jochanan and Gabby and Uriel and Noam. The way the way they used to be together.\n",4564.txt
1,"Speaker 2: okay. So you still have your office as your office?\nSpeaker 1: Right. I'm sitting in it right now in front of the I was in front of the computer actually, when you called.\nSpeaker 2: okay, and so what's with your working? What's your new working thing?\nSpeaker 1: oh. xxx. Let's not talk about that - it's depressing.\nSpeaker 2: It's depressing. Is it depressing or is it give you a lot of anxiety?\nSpeaker 1: mm. A and B.\nSpeaker 2: okay I also have.\nSpeaker 1: All of the above.\nSpeaker 2: I also have taboo subjects I don't want to talk about.\nSpeaker 1: No, I don't mind talking about it, but I can't jam it into fifteen minutes. That's too depressing - xxx [=! distorted].\n",4564.txt
1,"Speaker 2: um. Well, we have half an hour. I mean, we could talk for half an hour, it's just that we have to guarantee them fifteen minutes, so, uh.\nSpeaker 1: oh. oh. But then David won't be able to call.\nSpeaker 2: No, he has his own number. The thing is.\nSpeaker 1: oh. oh. oh So we have half hour for xxx.\nSpeaker 2: yeah, we have a se- we have a half an hour. It has nothing to do with him.\nSpeaker 1: It's very depressing and very anxiety ridden.\nSpeaker 2: Well, that y- kind summed it up  So, really, seriously, what are your options?\nSpeaker 1: I hate - well. Thorazine? I don't know. I hate being home, I hate it. I really do. I hate being home.\nSpeaker 2: You hate being - home [=! distorted]. You feel like you want more people interaction?\nSpeaker 1: I I I I eh it's a the lot of well of first of all, I'm I'm upset about what happened.\n",4564.txt
1,"Speaker 2: mhm.\nSpeaker 1: I'm upset. Now I'm upset, I wasn't upset so much when it happened because then I I took at the time I was just taking everything in stride and everything you_know gomzila@s\nSpeaker 2: mhm.\nSpeaker 1: and I was and I you know I was still recovering from a.\nSpeaker 2: Well, you're not working at all now?\nSpeaker 1: Like, it was a really hard experience.\nSpeaker 2: Are you not working at.\nSpeaker 1: I'm working - on.\nSpeaker 2: Go on.\nSpeaker 1: No, I heard you. It there is a terrible thingy a a delay. um, I'm working on my own, some private projects.\nSpeaker 2: Yes. Right. mhm.\nSpeaker 1: um, which I enjoy, but it's not enou- =lips:smack I don't think I have the mindset to to be -um independent. I think I need to be an employee.\n",4564.txt
1,"Speaker 2: mhm.\nSpeaker 1: I think it's more it's more suitable to my personality and to it's my it's my personality professional personal- professionally as well as financially.\nSpeaker 2: mhm.\nSpeaker 1: I just think the way I manage money, the way we manage money, it's just better.\nSpeaker 2: you like. You like getting that paycheck once a week and not just waiting for the end of a project or something.\nSpeaker 1: It's. Right. And I and I don't I enjoy the flexibility of working at home and working when I want, things like that but I don't enjoy the pressure of it. Like you can.\nSpeaker 2: It's always hanging over your head.\nSpeaker 1: Right. With i- and and and I have no problem you know, ignoring the laundry.\nSpeaker 2: Right.\nSpeaker 1: +, and ignoring the kids and working, I just, I just don't like, it's just not it's just not suitable to me. I mean, I do it.\n",4564.txt
1,"Speaker 2: I did it for a short I did it for a while and I hated it also. I absolutely That was one of my kids, I think. I absolutely hated it because it like I would be in the middle of like changing a kid's diaper and the phone would ring and it would you know be a business thing and.\nSpeaker 1: - Could be a client, yeah.\nSpeaker 2: Right right and you're like you have to try to act mature, your kids are screaming in the other room and you like have to pretend that nothing's go- you know and you really want to be in the other room, settling what's going on but you have to drop everything whenever, you never know. It's like there is a bomb waiting to go off always. But you can never relax.\nSpeaker 1: Right and I'd I'd rather not - be in the other room. I'd rather just be on the phone with the client. .\n",4564.txt
1,"Speaker 2: Right But you know you also can never relax, because as soon as you sit down to read a book or do anything you're thinking, well, I really could should be doing this or you know whatever.\nSpeaker 1: Well I don't have that problem, because I don't have the steady I don't have a steady flow of work, either.\nSpeaker 2: mhm.\nSpeaker 1: It comes and it goes and it's not th- I don't have that many I don't have that many things and I have to wait for people to refer them and I have to go get them and -uh. I don't and I and I and as much as as many times as I go over every decision that I made along the way e- even over the last three years, and every decision was the right decision at the right time. I mean, it wasn't anything I did,. you know I =lipsmack I mean, we had this great master plan.\n",4564.txt
1,"Speaker 2: mm.\nSpeaker 1: a few years ago that I when I was wor- when I was working at the consulting company and doing freelance projects at n- at night. and going a little crazy because I really didn't have the free- with three kids at home and commuting an -uh three hours a day really it was hard, but I didn't want to give it up because it wasn't so much the money it was I was I was trying to see if this was something I could really do. If I liked it and if I was good at it.\nSpeaker 2: Right.\nSpeaker 1: And then and when we wanted to have another baby. And and we figured oh you know and Phil wanted to work more. He wanted to invest more in in his -um in in in his career.\n",4564.txt
1,"Speaker 2: Right.\nSpeaker 1: So, we figured our plan, w- our very, you know, w- all the best laid plans, right? The truth is our plans came better than they could've. They would have if if our plan was to we wanted to have another baby and then I would have a a -um what's it called, a maternity leave, that I would take an extended one because I had been at this job for a while.\nSpeaker 2: Right.\nSpeaker 1: And then and that's when I would try to freelance a little bit and see and and feel my oats in this but I would have a job waiting for me if I didn't like it.",4564.txt
1,"Speaker 2: and I froze. One bag full of halves. to make Aunt Annie's peach cake. in the Winter. so we'll see what happens.\nSpeaker 1: I made a wonderful peach thing last week. um you know the recipe book that Jane gave me.\nSpeaker 2: yeah.\nSpeaker 1: at Christmas time from. deserts from your bread maker.\nSpeaker 2: yeah.\nSpeaker 1: well you make the dough  and you leave it in the bread maker until it goes through a couple of cycles of. ye- kneading and raising and all that kind of stuff and then you take it out. before it bakes. and you divide it into two and let it sit for a few minutes. and then press into like a round . pizza pan. and then I put now the kids had picked berries along the road. uh raspberries blackberries and huckleberries. So I made one with  that on it. and the other one I sliced peaches real thin and then you put cinnamon sugar and and melted butter. on the top and bake it and of course it's a real. you know it's a yeast dough. uh it's a real good dough.\n",4666.txt
1,"Speaker 2: yeah and good.\nSpeaker 1: and boy they were and it it tells you. the recipe actually calls  for some kind_of a . on it it says either unflavored whipped cream or  sour cream. something like that. so we just used Cool Whip and it was. it was very good it was very nice I took one I coo-.\nSpeaker 2: uhhuh.\nSpeaker 1: to the guy across the road who cut the grass for us while we were away.\n",4666.txt
1,"Speaker 2: uhhuh.\nSpeaker 1: and  I- I.\nSpeaker 2: and he enjoy it.\nSpeaker 1: I have no idea. um as a matter of fact I keep meaning to ask him and we've been xxx . we've talked on several occasions they kind of paved our road this week. um .\nSpeaker 2: what do you mean kind of.\nSpeaker 1: well. have the new people have been after him about. the potholes and the dust and everything else you know. and she goes down there on a regular. basis and and raises a fuss. and  they finally said well then they'd be out. and they  they . oh I don't know it was . they it it just keeps get getting pushed back and back well finally they came out I think out Monday. uh well no actually when we came home we noticed that they'd shaved some some of the. uh swale off across the road. now they still have not fixed that pipe which is my big complaint the whole time. It's still hanging up in the air and Everhart is beside himself because. we asked them to sink that pipe so that people wouldn't get their tires cut on it you know. well they never ha- they didn't do that but. um  what they did wa- well now let me see first Monday. they turned off the water here all  all morning on Monday. because the pipe had sprung a leak.\n",4666.txt
1,"Speaker 2: uhhuh.\nSpeaker 1: so they had to fix that before they could do the road then they came down Tuesday and they did all this preparation work. they dug. they put a pipe  sort of. caddywampus@n under under the road just below. our driveway and before the new peoples' driveway. but the way they put it in mother. and left it. it blocked our pipe so that anything that would've gone. through our pipe would've backed up immediately. and and flooded our property.\n",4666.txt
1,"Speaker 2: What kind of engineers do they have working down there.\nSpeaker 1: oh Everhart said he doesn't think they have any idea at all you know. well I went up to help . the band. people help  fit band uniforms.\nSpeaker 2: yeah.\nSpeaker 1:  Now you know that in my day we got our uniforms fit but there weren't parents you know. this is all done by the parents. um so I went up to help. and I got there at eight o'clock and around eleven I called home and Everhart was beside himself. uh you know as soon as the kids told him it was me he told them to tell her. wha- that they'd made a colossal mess out of the road. and  so I said to &~Virginia I've got to go I've got to go see what's wrong. well the- i- they dug this deep trench and. put these huge rocks. in the road. Now when I back out I have to be careful. that I don't go into the ditch across the road where these great big huge rocks are.\n",4666.txt
1,"Speaker 2: mm.\nSpeaker 1: um  you know I I can't I just can't even begin to tell you well. at any rate they got all that done. and then they came along and. what they're buying now is stuff. called well it's crushed asphalt it's recycled road basically.\nSpeaker 2: yeah.\nSpeaker 1: and . they told us that. it's it. holds up better than the stone that they'd been putting on. and it also . well it it's so delightful to come down the road and not be followed by a cloud of dust you know.\nSpeaker 2: yeah.\nSpeaker 1: but they put it all on and smoothed it they they came down with uh great big heavy rollers and. all that kind of stuff and. um it it actually looks like road out there. so xxx. uh  I'm pleased about that you know the way they did the other stuff.\n",4666.txt
1,"Speaker 2: well that's g-.\nSpeaker 1: and I said to him I said to Everhart. it's not m- they did come back and dig out. our ditch. and fill our ditch with stones too great big stones.\nSpeaker 2: eh.\nSpeaker 1: and I said Everhart. just don't get upset about because. if the lot next to us ever gets built on. they're going to have to come back and do it again.\nSpeaker 2: yeah.\nSpeaker 1: because there's no place. i- i- there's. the pipe that they put in will pour water right into this pe- person's front yard.\nSpeaker 2: hm.\nSpeaker 1: um you know and and I said I I can't help it that they do things in such a. dumb way that's you know it's it's very annoying it's very frustrating especially when you're paying for the privilege of having them make a mess.\n",4666.txt
1,"Speaker 2: yeah yeah.\nSpeaker 1: you know. so there was a terrible accident down here last night terrible. um up.\nSpeaker 2: where.\nSpeaker 1: eh yeah . you know on the highway when you come down and route two and four join up there.\nSpeaker 2: yeah.\nSpeaker 1: apparently a t- tour bus was coming down from Annapolis. never stopped. there and hit a a car travelling north head on. and  Andrew's coach said today that they brought two  dead. to the hospital and at least seventeen from the tour bus in serious condition.\nSpeaker 2: oh+god.\nSpeaker 1: must have been a terrible terrible thing you know.\n",4666.txt
1,"Speaker 2: oh yeah.\nSpeaker 1: why listen if we come up.\nSpeaker 2: yeah.\nSpeaker 1: all night on. Labor Day weekend.\nSpeaker 2: yeah.\nSpeaker 1: do you want me to make a reservation at The Quality.\nSpeaker 2: Well  when would you be coming up?\nSpeaker 1: probably Saturday . as of right now Andrew has practice on Friday and Karen has it. Saturday morning.\nSpeaker 2:  well. if you come up Saturday you'll only be here. what Saturday and Sunday night.\nSpeaker 1: right right.\nSpeaker 2: and we won't be here. the three o'clock in the afternoon is the reception. Now I don't think. it's going to be that late. you know because it's out in the yard.\n",4666.txt
1,"Speaker 1: uhhuh.\nSpeaker 2: So. you know I I don't know why it wouldn't be alright to stay here.\nSpeaker 1: alright well we got this thing . one of the places that we stayed in and I think it might have been the the one. in New Jersey. um where there's a special rate at at Qualities or Comforts you know what I mean.\nSpeaker 2: yeah.\n",4666.txt
1,"Speaker 1: and I said to Everhart I may just give them a call and see what it is you know and that way. if it's  if it's not real expensive. and we're not invited on Sunday then we could swim you know. um you don't think we will be right.\nSpeaker 2: it's it's Saturday.\nSpeaker 1: oh it's Saturday.\nSpeaker 2: yeah it's Saturday three o'clock in the afternoon.\nSpeaker 1: oh I thought you said Sunday.\n",4666.txt
1,"Speaker 2: yeah well that's what I thought but the invitation came it's Saturday.\nSpeaker 1: so oh oh by invitation only.\nSpeaker 2: well you have to respond.\nSpeaker 1: oh my.\nSpeaker 2: yeah.\nSpeaker 1: what are they doing catering it.\nSpeaker 2: no they're having a it's all cold. cold stuff. and a wedding cake. and they have. they're going to have a couple cases of beer. and they have a case of wine. uh they got in Maryland. wine by the the box.\n",4666.txt
1,"Speaker 1: oh yeah yeah.\nSpeaker 2: and. you know that's what they're going to have and. of course there's people coming from Philadelphia so. I just don't imagine it's going to be that late.\nSpeaker 1: right.\nSpeaker 2: but it would be Saturday an-. you wouldn't be here . well whatever time you get here you certainly can have something to eat. and . Sunday we can swim if you want.\nSpeaker 1: oh well that would be fine that would be fine.\n",4666.txt
